2018_10_10_21_21_25 , 04213582b25681 , 431
2018_10_10_21_22_27 , 04213582b25681 , 0
2018_10_10_21_23_15 , 04213582b25681 , 0
2018_10_10_21_29_38 , 04213582b25681 , 0
2018_10_10_21_32_40 , 04213582b25681 , 557
2018_10_10_21_37_00 , 04213582b25681 , 0
2018_10_10_21_37_06 , 04213582b25681 , 0
2018_10_10_21_37_13 , 04213582b25681 , 131
2018_10_10_21_37_18 , 04213582b25681 , 131
2018_10_16_21_07_07 , 04213582b25681 , 403
2018_10_16_21_08_53 , 04482782b25681 , 67
